"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","ALB.NGDPDPC.A","OBS_VALUE","Albania","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6396.166","6870.21","8299.278","9598.191","10386.312"
"IMF.RES:WEO(6.0.0)","DZA.NGDPDPC.A","OBS_VALUE","Algeria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4169.984","4981.822","5221.813","5579.128","5592.852"
"IMF.RES:WEO(6.0.0)","ARG.NGDPDPC.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10610.191","13676.216","13823.346","12814.444","12053.982"
"IMF.RES:WEO(6.0.0)","BGD.NGDPDPC.A","OBS_VALUE","Bangladesh","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2497.741","2730.846","2651.738","2624.532","2773.499"
"IMF.RES:WEO(6.0.0)","ABW.NGDPDPC.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","28813.136","33032.454","36743.647","39697.146","41492.606"
"IMF.RES:WEO(6.0.0)","BRB.GGSB_NPGDP.A","OBS_VALUE","Barbados","Structural balance, General government, Percent","Annual","Units","-3.641","-1.749","-1.583","-1.536","-0.343"
"IMF.RES:WEO(6.0.0)","AUS.GGSB_NPGDP.A","OBS_VALUE","Australia","Structural balance, General government, Percent","Annual","Units","-6.248","-2.808","-1.745","-2.468","-2.774"
"IMF.RES:WEO(6.0.0)","ARM.NGDPDPC.A","OBS_VALUE","Armenia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4685.183","6660.868","8125.625","8517.994","8964.961"
"IMF.RES:WEO(6.0.0)","AZE.NGDPDPC.A","OBS_VALUE","Azerbaijan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5468.269","7831.176","7144.807","7381.368","7428.084"
"IMF.RES:WEO(6.0.0)","BHS.NGDPDPC.A","OBS_VALUE","Bahamas, The","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","28828.653","32897.378","35517.076","36321.503","37180.045"
"IMF.RES:WEO(6.0.0)","ARG.GGSB_NPGDP.A","OBS_VALUE","Argentina","Structural balance, General government, Percent","Annual","Units","-3.915","-4.517","-4.907","0.512","0.657"
"IMF.RES:WEO(6.0.0)","AUS.NGDPDPC.A","OBS_VALUE","Australia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","64352.012","65513.824","64546.866","65965.622","67978.737"
"IMF.RES:WEO(6.0.0)","BEL.NGDPDPC.A","OBS_VALUE","Belgium","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","52039.551","50274.779","53854.213","56128.791","58248.287"
"IMF.RES:WEO(6.0.0)","AUT.GGSB_NPGDP.A","OBS_VALUE","Austria","Structural balance, General government, Percent","Annual","Units","-4.598","-4.101","-2.523","-2.509","-2.493"
"IMF.RES:WEO(6.0.0)","BHR.NGDPDPC.A","OBS_VALUE","Bahrain, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","27140.448","30533.09","29218.861","29573.098","29886.074"
"IMF.RES:WEO(6.0.0)","AUT.NGDPDPC.A","OBS_VALUE","Austria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","53696.146","52501.49","56856.125","58668.601","61079.62"
"IMF.RES:WEO(6.0.0)","BRB.NGDPDPC.A","OBS_VALUE","Barbados","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","18276.871","21624.512","23167.298","24758.604","26227.919"
"IMF.RES:WEO(6.0.0)","AND.NGDPDPC.A","OBS_VALUE","Andorra, Principality of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","41806.876","41378.881","43809.726","45278.52","45994.879"
"IMF.RES:WEO(6.0.0)","BIH.GGSB_NPGDP.A","OBS_VALUE","Bosnia and Herzegovina","Structural balance, General government, Percent","Annual","Units","0.475","0.222","-1.91","-2.483","-2.516"
"IMF.RES:WEO(6.0.0)","BRN.NGDPDPC.A","OBS_VALUE","Brunei Darussalam","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","31781.303","37452.922","33576.739","34871.7","37023.382"
"IMF.RES:WEO(6.0.0)","BGR.NGDPDPC.A","OBS_VALUE","Bulgaria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12297.273","14023.892","15764.648","17069.33","18455.625"
"IMF.RES:WEO(6.0.0)","BGR.GGSB_NPGDP.A","OBS_VALUE","Bulgaria","Structural balance, General government, Percent","Annual","Units","-3.506","-1.407","-3.265","-2.93","-2.956"
"IMF.RES:WEO(6.0.0)","BDI.NGDPDPC.A","OBS_VALUE","Burundi","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","273.956","310.952","326.842","320.636","156.497"
"IMF.RES:WEO(6.0.0)","BIH.NGDPDPC.A","OBS_VALUE","Bosnia and Herzegovina","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6800.487","7064.286","7810.113","8220.816","8668.364"
"IMF.RES:WEO(6.0.0)","BFA.NGDPDPC.A","OBS_VALUE","Burkina Faso","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","887.527","830.449","866.587","908.372","952.484"
"IMF.RES:WEO(6.0.0)","BRA.GGSB_NPGDP.A","OBS_VALUE","Brazil","Structural balance, General government, Percent","Annual","Units","-3.418","-5.586","-7.367","-8.2","-7.994"
"IMF.RES:WEO(6.0.0)","BOL.NGDPDPC.A","OBS_VALUE","Bolivia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3449.205","3706.442","3748.41","3919.602","4120.634"
"IMF.RES:WEO(6.0.0)","BRA.NGDPDPC.A","OBS_VALUE","Brazil","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7951.553","9256.482","10267.932","10296.412","10815.506"
"IMF.RES:WEO(6.0.0)","CRI.NGDPDPC.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12539.282","13239.876","16390.222","17860.414","18722.033"
"IMF.RES:WEO(6.0.0)","BEL.GGSB_NPGDP.A","OBS_VALUE","Belgium","Structural balance, General government, Percent","Annual","Units","-5.216","-4.092","-4.555","-4.621","-5.162"
"IMF.RES:WEO(6.0.0)","BLZ.NGDPDPC.A","OBS_VALUE","Belize","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6070.954","7121.06","7592.071","8133.122","8354.51"
"IMF.RES:WEO(6.0.0)","BEN.NGDPDPC.A","OBS_VALUE","Benin","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1361.816","1306.021","1433.067","1510.188","1586.803"
"IMF.RES:WEO(6.0.0)","BWA.NGDPDPC.A","OBS_VALUE","Botswana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7244.158","7726.111","7249.918","7341.129","8002.978"
"IMF.RES:WEO(6.0.0)","BWA.GGSB_NPGDP.A","OBS_VALUE","Botswana","Structural balance, General government, Percent","Annual","Units","-1.494","0.05","-4.048","-3.981","-0.783"
"IMF.RES:WEO(6.0.0)","BLR.GGSB_NPGDP.A","OBS_VALUE","Belarus, Republic of","Structural balance, General government, Percent","Annual","Units","-1.09","-1.391","0.473","0.362","-0.366"
"IMF.RES:WEO(6.0.0)","BLR.NGDPDPC.A","OBS_VALUE","Belarus, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7332.084","7892.727","7821.879","8007.673","8459.916"
"IMF.RES:WEO(6.0.0)","BTN.NGDPDPC.A","OBS_VALUE","Bhutan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3486.101","3775.341","3790.136","4068.072","4495.129"
"IMF.RES:WEO(6.0.0)","COG.NGDPDPC.A","OBS_VALUE","Congo, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2293.987","2339.437","2308.52","2384.399","2454.478"
"IMF.RES:WEO(6.0.0)","CMR.NGDPDPC.A","OBS_VALUE","Cameroon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1654.245","1592.262","1722.821","1821.317","1922.852"
"IMF.RES:WEO(6.0.0)","TCD.NGDPDPC.A","OBS_VALUE","Chad","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","941.934","933.778","982.381","1012.651","1036.155"
"IMF.RES:WEO(6.0.0)","CHL.GGSB_NPGDP.A","OBS_VALUE","Chile","Structural balance, General government, Percent","Annual","Units","-11.571","-1.621","-3.368","-2.797","-1.909"
"IMF.RES:WEO(6.0.0)","COL.NGDPDPC.A","OBS_VALUE","Colombia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6231.24","6681.732","6962.873","7917.244","7895.434"
"IMF.RES:WEO(6.0.0)","CAF.NGDPDPC.A","OBS_VALUE","Central African Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","505.678","482.523","510.568","529.492","548.832"
"IMF.RES:WEO(6.0.0)","CAN.GGSB_NPGDP.A","OBS_VALUE","Canada","Structural balance, General government, Percent","Annual","Units","-1.876","-0.41","-0.624","-0.951","-0.932"
"IMF.RES:WEO(6.0.0)","COD.NGDPDPC.A","OBS_VALUE","Congo, Democratic Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","614.306","679.412","669.581","702.373","743.648"
"IMF.RES:WEO(6.0.0)","CAN.NGDPDPC.A","OBS_VALUE","Canada","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","52520.512","55612.897","53607.403","53834.483","55889.665"
"IMF.RES:WEO(6.0.0)","CHL.NGDPDPC.A","OBS_VALUE","Chile","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","16037.956","15238.627","16814.973","16365.296","17926.521"
"IMF.RES:WEO(6.0.0)","CHN.GGSB_NPGDP.A","OBS_VALUE","China, People's Republic of","Structural balance, General government, Percent","Annual","Units","-5.685","-6.57","-6.282","-7.026","-7.387"
"IMF.RES:WEO(6.0.0)","KHM.NGDPDPC.A","OBS_VALUE","Cambodia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2217.723","2365.226","2545.522","2743.991","2948.029"
"IMF.RES:WEO(6.0.0)","CHN.NGDPDPC.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12572.071","12642.847","12597.307","12968.567","13873.312"
"IMF.RES:WEO(6.0.0)","COL.GGSB_NPGDP.A","OBS_VALUE","Colombia","Structural balance, General government, Percent","Annual","Units","-5.845","-7.256","-3.403","-4.405","-3.693"
"IMF.RES:WEO(6.0.0)","CPV.NGDPDPC.A","OBS_VALUE","Cabo Verde","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4072.362","4557.702","5083.19","5388.164","5711.537"
"IMF.RES:WEO(6.0.0)","GEO.GGSB_NPGDP.A","OBS_VALUE","Georgia","Structural balance, General government, Percent","Annual","Units","-2.274","-0.432","0.268","0.16","0.825"
"IMF.RES:WEO(6.0.0)","EGY.NGDPDPC.A","OBS_VALUE","Egypt, Arab Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4145.939","4587.172","3743.608","3541.75","3160.11"
"IMF.RES:WEO(6.0.0)","EGY.GGSB_NPGDP.A","OBS_VALUE","Egypt, Arab Republic of","Structural balance, General government, Percent","Annual","Units","-7.181","-6.087","-5.713","-6.61","-9.114"
"IMF.RES:WEO(6.0.0)","HRV.NGDPDPC.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","17955.798","18687.46","21520.681","23380.437","25081.166"
"IMF.RES:WEO(6.0.0)","DNK.NGDPDPC.A","OBS_VALUE","Denmark","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","69927.264","68434.674","68618.872","69273.048","71966.691"
"IMF.RES:WEO(6.0.0)","CZE.NGDPDPC.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","27667.664","27876.28","31630.255","31365.509","33038.228"
"IMF.RES:WEO(6.0.0)","ECU.NGDPDPC.A","OBS_VALUE","Ecuador","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6099.278","6581.095","6663.636","6758.373","6941.046"
"IMF.RES:WEO(6.0.0)","CIV.NGDPDPC.A","OBS_VALUE","Côte d'Ivoire","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2478.224","2326.334","2537.065","2719.971","2901.813"
"IMF.RES:WEO(6.0.0)","HRV.GGSB_NPGDP.A","OBS_VALUE","Croatia, Republic of","Structural balance, General government, Percent","Annual","Units","-3.28","-1.1","-1.828","-3.457","-2.512"
"IMF.RES:WEO(6.0.0)","CYP.NGDPDPC.A","OBS_VALUE","Cyprus","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","32926.483","32357.354","35015.587","37766.666","40551.733"
"IMF.RES:WEO(6.0.0)","DMA.NGDPDPC.A","OBS_VALUE","Dominica","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7530.367","8193.119","8781.135","9391.59","9942.061"
"IMF.RES:WEO(6.0.0)","EST.GGSB_NPGDP.A","OBS_VALUE","Estonia, Republic of","Structural balance, General government, Percent","Annual","Units","-4.67","-1.859","-3.005","-2.05","-3.577"
"IMF.RES:WEO(6.0.0)","SLV.NGDPDPC.A","OBS_VALUE","El Salvador","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4599.656","5048.438","5344.249","5606.972","5892.503"
"IMF.RES:WEO(6.0.0)","DJI.NGDPDPC.A","OBS_VALUE","Djibouti","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3378.403","3666.833","3895.094","4154.792","4417.009"
"IMF.RES:WEO(6.0.0)","CYP.GGSB_NPGDP.A","OBS_VALUE","Cyprus","Structural balance, General government, Percent","Annual","Units","-1.819","1.642","1.98","2.17","2.202"
"IMF.RES:WEO(6.0.0)","CZE.GGSB_NPGDP.A","OBS_VALUE","Czech Republic","Structural balance, General government, Percent","Annual","Units","-4.741","-3.302","-2.633","-2.769","-2.258"
"IMF.RES:WEO(6.0.0)","DOM.NGDPDPC.A","OBS_VALUE","Dominican Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8965.655","10720.515","11372.125","11692.09","12451.947"
"IMF.RES:WEO(6.0.0)","DNK.GGSB_NPGDP.A","OBS_VALUE","Denmark","Structural balance, General government, Percent","Annual","Units","-0.279","1.704","1.663","1.178","0.786"
"IMF.RES:WEO(6.0.0)","COM.NGDPDPC.A","OBS_VALUE","Comoros, Union of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1549.471","1439.616","1540.685","1629.863","1687.17"
"IMF.RES:WEO(6.0.0)","CRI.GGSB_NPGDP.A","OBS_VALUE","Costa Rica","Structural balance, General government, Percent","Annual","Units","-6.142","-3.948","-3.428","-3.836","-3.153"
"IMF.RES:WEO(6.0.0)","FIN.NGDPDPC.A","OBS_VALUE","Finland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","53203.799","50549.712","53130.693","54773.988","57182.644"
"IMF.RES:WEO(6.0.0)","GEO.NGDPDPC.A","OBS_VALUE","Georgia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5055.161","6773.539","8172.574","8882.635","9612.524"
"IMF.RES:WEO(6.0.0)","SLV.GGSB_NPGDP.A","OBS_VALUE","El Salvador","Structural balance, General government, Percent","Annual","Units","-5.828","-2.839","-4.88","-4.606","-4.306"
"IMF.RES:WEO(6.0.0)","GNQ.NGDPDPC.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8415.533","9020.808","7755.011","8101.698","7892.898"
"IMF.RES:WEO(6.0.0)","FIN.GGSB_NPGDP.A","OBS_VALUE","Finland","Structural balance, General government, Percent","Annual","Units","-2.623","-0.831","-1.413","-1.614","-1.727"
"IMF.RES:WEO(6.0.0)","FRA.NGDPDPC.A","OBS_VALUE","France","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","45315.56","42581.012","46305.162","48011.828","49526.711"
"IMF.RES:WEO(6.0.0)","GMB.GGSB_NPGDP.A","OBS_VALUE","Gambia, The","Structural balance, General government, Percent","Annual","Units","-4.661","-4.829","-3.567","-2.824","-0.468"
"IMF.RES:WEO(6.0.0)","FRA.GGSB_NPGDP.A","OBS_VALUE","France","Structural balance, General government, Percent","Annual","Units","-5.137","-4.132","-4.853","-5.541","-5.526"
"IMF.RES:WEO(6.0.0)","SWZ.NGDPDPC.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4259.206","4161.741","4173.577","4375.286","4561.871"
"IMF.RES:WEO(6.0.0)","ETH.NGDPDPC.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","974.185","1143.024","1511.217","1350.401","1108.105"
"IMF.RES:WEO(6.0.0)","FJI.NGDPDPC.A","OBS_VALUE","Fiji, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4750.073","5450.487","5933.167","6256.634","6550.83"
"IMF.RES:WEO(6.0.0)","EST.NGDPDPC.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","27966.793","28469.346","30137.644","31530.969","33225.113"
"IMF.RES:WEO(6.0.0)","DOM.GGSB_NPGDP.A","OBS_VALUE","Dominican Republic","Structural balance, General government, Percent","Annual","Units","-4.589","-4.148","-5.04","-5.554","-4.129"
"IMF.RES:WEO(6.0.0)","ECU.GGSB_NPGDP.A","OBS_VALUE","Ecuador","Structural balance, General government, Percent","Annual","Units","-2.736","-0.948","-3.493","-2.142","-0.935"
"IMF.RES:WEO(6.0.0)","GNB.NGDPDPC.A","OBS_VALUE","Guinea-Bissau","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","928.35","907.623","1035.294","1106.242","1166.355"
"IMF.RES:WEO(6.0.0)","HUN.NGDPDPC.A","OBS_VALUE","Hungary","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","18714.856","18349.443","22131.628","23881.429","25703.442"
"IMF.RES:WEO(6.0.0)","GHA.NGDPDPC.A","OBS_VALUE","Ghana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2535.468","2305.225","2322.121","2231.793","2189.284"
"IMF.RES:WEO(6.0.0)","HTI.NGDPDPC.A","OBS_VALUE","Haiti","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1765.242","1643.221","1603.278","2120.413","2434.525"
"IMF.RES:WEO(6.0.0)","GIN.NGDPDPC.A","OBS_VALUE","Guinea","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1139.967","1334.939","1529.46","1652.312","1727.219"
"IMF.RES:WEO(6.0.0)","GUY.GGSB_NPGDP.A","OBS_VALUE","Guyana","Structural balance, General government, Percent","Annual","Units","-5.925","-1.212","-2.612","-1.657","-1.37"
"IMF.RES:WEO(6.0.0)","GRD.GGSB_NPGDP.A","OBS_VALUE","Grenada","Structural balance, General government, Percent","Annual","Units","2.277","1.714","8.137","1.952","-7.639"
"IMF.RES:WEO(6.0.0)","DEU.GGSB_NPGDP.A","OBS_VALUE","Germany","Structural balance, General government, Percent","Annual","Units","-2.596","-1.762","-2.368","-1.401","-1.102"
"IMF.RES:WEO(6.0.0)","DEU.NGDPDPC.A","OBS_VALUE","Germany","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","52300.607","49725.343","53565.041","55521.345","57914.356"
"IMF.RES:WEO(6.0.0)","HKG.GGSB_NPGDP.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Structural balance, General government, Percent","Annual","Units","0.976","-4.605","-4.373","-3.378","-1.634"
"IMF.RES:WEO(6.0.0)","GRD.NGDPDPC.A","OBS_VALUE","Grenada","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9868.861","10762.835","11515.617","12050.392","12722.146"
"IMF.RES:WEO(6.0.0)","GUY.NGDPDPC.A","OBS_VALUE","Guyana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9707.0","18353.123","21472.309","28920.551","30650.092"
"IMF.RES:WEO(6.0.0)","GRC.NGDPDPC.A","OBS_VALUE","Greece","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","20115.924","20818.073","22880.296","24341.505","25616.445"
"IMF.RES:WEO(6.0.0)","GTM.NGDPDPC.A","OBS_VALUE","Guatemala","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5053.653","5509.385","5933.036","6295.05","6682.416"
"IMF.RES:WEO(6.0.0)","GRC.GGSB_NPGDP.A","OBS_VALUE","Greece","Structural balance, General government, Percent","Annual","Units","-4.146","-1.939","-0.933","-1.327","-1.316"
"IMF.RES:WEO(6.0.0)","HND.NGDPDPC.A","OBS_VALUE","Honduras","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2762.804","3033.97","3267.648","3446.298","3594.081"
"IMF.RES:WEO(6.0.0)","GMB.NGDPDPC.A","OBS_VALUE","Gambia, The","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","820.584","841.947","892.989","988.881","1074.431"
"IMF.RES:WEO(6.0.0)","GTM.GGSB_NPGDP.A","OBS_VALUE","Guatemala","Structural balance, General government, Percent","Annual","Units","-1.049","-1.679","-1.268","-1.088","-2.039"
"IMF.RES:WEO(6.0.0)","GAB.NGDPDPC.A","OBS_VALUE","Gabon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9113.798","9478.236","9079.278","9256.657","9094.46"
"IMF.RES:WEO(6.0.0)","ISR.NGDPDPC.A","OBS_VALUE","Israel","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","52586.351","55249.283","52643.451","53110.949","54369.758"
"IMF.RES:WEO(6.0.0)","IRQ.NGDPDPC.A","OBS_VALUE","Iraq","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5116.534","6818.152","5826.035","5947.315","5950.59"
"IMF.RES:WEO(6.0.0)","ISL.GGSB_NPGDP.A","OBS_VALUE","Iceland","Structural balance, General government, Percent","Annual","Units","-2.839","-3.122","-2.694","-1.267","-1.216"
"IMF.RES:WEO(6.0.0)","ITA.NGDPDPC.A","OBS_VALUE","Italy","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","36812.907","35653.833","39012.076","40286.836","41714.411"
"IMF.RES:WEO(6.0.0)","ISL.NGDPDPC.A","OBS_VALUE","Iceland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","72077.681","78840.397","83485.11","85786.894","90111.334"
"IMF.RES:WEO(6.0.0)","IND.GGSB_NPGDP.A","OBS_VALUE","India","Structural balance, General government, Percent","Annual","Units","-8.407","-8.912","-8.256","-7.833","-7.591"
"IMF.RES:WEO(6.0.0)","JPN.NGDPDPC.A","OBS_VALUE","Japan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","40161.178","34158.343","33898.99","32859.112","35611.138"
"IMF.RES:WEO(6.0.0)","KEN.NGDPDPC.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2208.691","2265.658","2110.0","2218.025","2186.578"
"IMF.RES:WEO(6.0.0)","KAZ.NGDPDPC.A","OBS_VALUE","Kazakhstan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10373.791","11486.06","13260.898","14569.9","15112.239"
"IMF.RES:WEO(6.0.0)","IRL.NGDPDPC.A","OBS_VALUE","Ireland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","103775.442","104728.5","103465.935","103500.385","107242.999"
"IMF.RES:WEO(6.0.0)","JOR.NGDPDPC.A","OBS_VALUE","Jordan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4158.625","4317.09","4488.417","4682.081","4904.036"
"IMF.RES:WEO(6.0.0)","IDN.GGSB_NPGDP.A","OBS_VALUE","Indonesia","Structural balance, General government, Percent","Annual","Units","-3.791","-1.98","-1.567","-2.632","-2.522"
"IMF.RES:WEO(6.0.0)","IDN.NGDPDPC.A","OBS_VALUE","Indonesia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4351.304","4784.117","4919.949","4980.722","5247.591"
"IMF.RES:WEO(6.0.0)","JPN.GGSB_NPGDP.A","OBS_VALUE","Japan","Structural balance, General government, Percent","Annual","Units","-5.416","-4.358","-4.314","-6.164","-3.064"
"IMF.RES:WEO(6.0.0)","IND.NGDPDPC.A","OBS_VALUE","India","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2250.179","2366.31","2497.188","2697.563","2936.823"
"IMF.RES:WEO(6.0.0)","JAM.NGDPDPC.A","OBS_VALUE","Jamaica","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5354.83","6197.798","7032.24","7486.621","7841.249"
"IMF.RES:WEO(6.0.0)","IRN.NGDPDPC.A","OBS_VALUE","Iran, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3441.728","4431.515","4347.193","5012.844","5299.982"
"IMF.RES:WEO(6.0.0)","ITA.GGSB_NPGDP.A","OBS_VALUE","Italy","Structural balance, General government, Percent","Annual","Units","-8.293","-9.171","-8.042","-4.415","-4.496"
"IMF.RES:WEO(6.0.0)","ISR.GGSB_NPGDP.A","OBS_VALUE","Israel","Structural balance, General government, Percent","Annual","Units","-3.462","-0.46","-5.402","-9.129","-5.477"
"IMF.RES:WEO(6.0.0)","HUN.GGSB_NPGDP.A","OBS_VALUE","Hungary","Structural balance, General government, Percent","Annual","Units","-7.562","-7.274","-6.413","-4.253","-4.168"
"IMF.RES:WEO(6.0.0)","IRL.GGSB_NPGDP.A","OBS_VALUE","Ireland","Structural balance, General government, Percent","Annual","Units","-0.13","2.497","1.994","1.628","0.886"
"IMF.RES:WEO(6.0.0)","HKG.NGDPDPC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","49848.567","47999.502","50586.78","53164.778","55608.095"
"IMF.RES:WEO(6.0.0)","KAZ.GGSB_NPGDP.A","OBS_VALUE","Kazakhstan, Republic of","Structural balance, General government, Percent","Annual","Units","-5.052","0.074","-1.7","-2.67","-2.492"
"IMF.RES:WEO(6.0.0)","LVA.NGDPDPC.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","20847.701","21566.931","23175.505","24222.809","25681.018"
"IMF.RES:WEO(6.0.0)","LBN.GGSB_NPGDP.A","OBS_VALUE","Lebanon","Structural balance, General government, Percent","Annual","Units","-3.054","-9.237","-4.096","",""
"IMF.RES:WEO(6.0.0)","LAO.NGDPDPC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2495.962","2022.383","1970.845","1945.131","1854.184"
"IMF.RES:WEO(6.0.0)","KOR.NGDPDPC.A","OBS_VALUE","Korea, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","37518.466","34822.405","35563.079","36131.846","37674.85"
